Country,Year,Gender,BMI,Alcohol,Tuberculosis,Life Expectancy at birth,Syphilis,HIV/AIDS,Self-harm,Stroke,Natural disasters,Epilepsy,Parkinson disease,Alzheimer disease and other dementias,Alcohol use disorders,Diabetes mellitus,Other nutritional deficiencies,Preterm birth complications,Road injury
Lao People's Democratic Republic,2015,Male,22.6,16.61,2.059905907,64.7,0.01677616,0.241,0.260605222,2.381401791,0.072358429,0.057854826,0.13403194,0,0.050077932,0.488799674,0.010839027,0.736215286,0.084650281
Lao People's Democratic Republic,2015,Female,23,4.38,1.142246155,69.56,0.013223086,0.144000003,0.116081267,2.527182991,0.001496263,0.025670151,0.058445343,0.250141302,0.004562684,0.767148553,0.011082116,0.563818108,0.284187086
Lao People's Democratic Republic,2010,Male,22,11.49,2.651655922,62.44,0.015589029,0.188000004,0.243131367,2.32152659,0,0.034712991,0.050665803,0.113003369,0.044811948,0.415521465,0.012985506,0.900522995,0.630645915
Lao People's Democratic Republic,2010,Female,22.4,2.98,1.470379608,67.38,0.012495326,0.128999999,0.131942669,2.373349177,0,0.028277963,0.051049948,0.213026121,0.004693298,0.690061907,0.012044595,0.691426064,0.263354076
Lao People's Democratic Republic,2000,Male,20.9,1.93,4.222127502,56.28,0.016936348,0.047999999,0.215906685,1.852121272,0.009026504,0.039795344,0.038387782,0.076986298,0.054299538,0.328201189,0.016983453,1.086753021,0.498080601
Lao People's Democratic Republic,2000,Female,21.3,7.58,2.341227722,60.6,0.014619528,0.031,0.148615846,2.096343876,0.00583287,0.032507565,0.042892018,0.156020807,0.006763099,0.591690375,0.014118665,0.843913094,0.234919391
Latvia,2019,Male,25.05333333,21.61,0.051558963,70.58,0.000979793,0.051544436,0.3113438,1.95246455,0,0.032302243,0.042163147,0.161923635,0.188355469,0.175510983,0.002508712,0.00623665,0.116307039
Latvia,2019,Female,25.05333333,6.31,0.019729389,79.84,0.000319278,0.022544137,0.072384171,3.940141323,0,0.011946136,0.083302445,0.501679541,0.038998136,0.353913721,0.003644283,0.005041646,0.037214433
Latvia,2015,Male,26.9,18.14,0.081588511,69.93,4.81E-07,0.060516526,0.340729791,3.771944232,0.024651382,0.026990461,0.074214353,0,0.238024463,0.161951094,0.001045209,0.008746799,0.003395014
Latvia,2015,Female,26.1,5.26,0.015275347,79.29,2.37E-06,0.02729909,0.090701658,3.658047266,0,0.007315096,0.038773395,0.225888214,0.060645583,0.263970697,0.003177454,0.007017096,0.051264699
Latvia,2010,Male,26.5,16.55,0.071619807,67.76,1.17E-07,0.043266618,0.408509899,1.862346846,0,0.02545976,0.014782365,0.060921608,0.207929288,0.162849701,0.006264582,0.008917017,0.176840305
Latvia,2010,Female,25.9,4.72,0.016463556,77.78,1.72E-07,0.017499482,0.068098329,3.24633178,0,0.012802475,0.016343062,0.139361338,0.040693537,0.353487426,0.006783593,0.007521955,0.074159694
Latvia,2000,Male,25.5,12.71,0.251199224,64.61,5.60E-06,0.002187949,0.662121926,2.381648984,0,0.037511069,0.016193872,0.009165006,0.326632807,0.078610462,0.002091256,0.026575277,0.526226099
Latvia,2000,Female,25.4,3.42,0.055757327,75.56,8.86E-06,0.000998709,0.165449148,4.516705887,0,0.014139051,0.020266098,0.029784327,0.102943744,0.148050956,0.004328307,0.020705151,0.16877389
Lebanon,2019,Male,25.05333333,0.49,0.025972886,74.03,0.002641261,0.037000001,0.131431933,0.818694906,0.002544723,0.028698692,0.132901995,0.444421366,0.015406392,0.578771001,0.001613403,0.101883327,0.922876147
Lebanon,2019,Female,25.05333333,2.58,0.044503944,79.15,0.002296668,0.014000001,0.058633622,0.976154301,0.001469732,0.020338184,0.09310996,0.76891063,0.002584081,0.355168364,0.001374775,0.088464404,0.204474543
Lebanon,2015,Male,27.8,0.49,0.022632953,73.47,0.002316429,0.034,0.125881447,7.523674271,0.067441646,0.116020272,0.35915482,0,0.014222422,0.509559138,0.001445181,0.112273113,0.008055017
Lebanon,2015,Female,27.3,2.55,0.038615142,78.82,0.001977047,0.019,0.056435763,0.841327956,0.002436007,0.018476339,0.077869115,0.586150625,0.002322303,0.305881023,0.001156108,0.096993424,0.196111064
Lebanon,2010,Male,27.3,0.55,0.017748027,73.26,0.001736389,0.025,0.102809583,0.586807783,0,0.021283711,0.083502285,0.268793696,0.011232333,0.370648423,0.001069631,0.10702253,0.58968534
Lebanon,2010,Female,27,2.92,0.03028074,78.12,0.001498056,0.01,0.046032563,0.643221101,0,0.015125437,0.055546507,0.40393502,0.001806759,0.232963235,0.0008886,0.091460332,0.134314651
Lebanon,2000,Male,26.3,0.84,0.01982552,73.03,0.001977641,0.025,0.063424536,0.33192416,0,0.015695922,0.041506883,0.151023354,0.007194676,0.193832789,0.000506955,0.208543777,0.567661629
Lebanon,2000,Female,26.4,4.51,0.033825247,76.14,0.001558105,0.009,0.043768732,0.489874611,0,0.015857909,0.037451792,0.254104852,0.001668329,0.18633253,0.000620073,0.180881189,0.169338371
Lesotho,2019,Male,25.05333333,1.67,0.810600952,47.66,0.03100738,2.566000004,1.21525653,1.213321259,0,0.091029859,0.023147611,0.044089769,0.052542214,0.832995288,0.003037028,0.535124359,0.53070335
Lesotho,2019,Female,25.05333333,8.65,0.397725794,54.24,0.019486604,2.201441846,0.324196347,1.603498228,0,0.052408724,0.031628884,0.150118991,0.018262242,1.166561978,0.00752276,0.421671795,0.147786736
Lesotho,2015,Male,22.6,1.68,0.724918701,45.07,0.032084409,2.558999995,1.491065357,1.152631773,0.131773919,0.022071132,0.039295405,0,0.058338437,0.844538752,0.003518171,0.538836563,0.031012603
Lesotho,2015,Female,26.9,8.63,0.35568533,50.58,0.019539111,2.557999933,0.411503848,1.787510986,0,0.060674589,0.033431386,0.145942989,0.022100415,1.246999143,0.00921266,0.427886147,0.141603817
Lesotho,2010,Male,22.3,10.96,0.852613808,44.5,0.029056718,3.845000015,1.039960182,1.097142056,0,0.072549315,0.019412351,0.03542531,0.041819811,0.642525517,0.002802937,0.495662788,0.427582258
Lesotho,2010,Female,26.7,2.18,0.418339648,50.69,0.017371854,3.925999952,0.265821935,1.494181255,0,0.041123974,0.029251042,0.131394297,0.013450986,0.95640161,0.007684792,0.392542755,0.124417736
Lesotho,2000,Male,21.5,12.2,0.750859612,45.53,0.023720806,5.432559695,0.446498841,0.788072551,0,0.038930118,0.015283322,0.030870785,0.027134648,0.395116785,0.002480454,0.441679337,0.432130847
Lesotho,2000,Female,26,2.46,0.36398851,50.68,0.014805208,6.106935427,0.134015831,0.855431384,0,0.026177588,0.014651706,0.084329743,0.006657214,0.442991891,0.005657643,0.346484287,0.116671836
Liberia,2019,Male,25.05333333,2.2,1.648988167,63.15,0.239677817,1.133999983,0.138639572,0.651701465,0,0.056035361,0.032497484,0.087900938,0.020449721,0.242859213,0.004891742,0.931485222,1.308127903
Liberia,2019,Female,25.05333333,8.58,1.117272972,65,0.154572457,0.785032758,0.08092836,0.926440005,0,0.024843551,0.03976238,0.146731107,0.004985334,0.4071736,0.016443267,0.720359215,0.612264541
Liberia,2015,Male,23.1,2,1.869550819,60.65,0.183942739,1.554999985,0.119153006,0.694486094,0.064552778,0.027528032,0.069384482,0,0.01785336,0.209235484,0.004389989,0.895790512,0.024316456
Liberia,2015,Female,24.9,7.8,1.266715363,61.68,0.120399022,1.465999986,0.08149133,0.824317379,0,0.02303965,0.033670769,0.117319454,0.004421277,0.353623583,0.015568998,0.697249374,0.512061949
Liberia,2010,Male,23.2,2.21,0.948824314,60.07,0.176789115,1.644000031,0.114055577,0.611701527,0.000588163,0.049097472,0.028724683,0.070097865,0.016993584,0.217986107,0.005668221,0.83493457,0.854673979
Liberia,2010,Female,24.4,8.62,0.642876514,61.32,0.120915287,1.837999991,0.076434308,0.792210143,0.000377451,0.022865859,0.031095158,0.104265929,0.004051382,0.329152488,0.018503109,0.647321533,0.433326024
Liberia,2000,Male,22.9,10.46,0.810213921,52.89,0.091520352,1.951000029,0.088314132,0.525618235,0,0.033339732,0.023115836,0.059916439,0.013053886,0.16326711,0.008013683,1.110676651,0.670124651
Liberia,2000,Female,23.1,2.69,0.556343731,54.67,0.071055618,1.988999961,0.056178424,0.613162246,0,0.018219598,0.020293771,0.074275838,0.003156027,0.213997095,0.021393293,0.880484711,0.340469446
Libya,2019,Male,25.05333333,0.007,0.505924844,74.21,0.003507839,0.195000005,0.20579472,1.090204607,0,0.03602723,0.086217925,0.285482795,0.01797789,0.338986373,0.001380393,0.207086617,1.035850925
Libya,2019,Female,25.05333333,0.047,0.306291295,77.34,0.002165811,0.028999999,0.097742806,1.512812367,0,0.030500748,0.073110321,0.457449631,0.003530824,0.46433985,0.001453194,0.151811911,0.407765404
Libya,2015,Male,26.8,0.008,0.433938056,72.39,0.003928644,0.066,0.257363087,2.960321762,0.114299115,0.076130827,0.248684939,0,0.01872913,0.295516197,0.00122974,0.251440186,0.005119783
Libya,2015,Female,29.1,0.054,0.263685497,76.9,0.002354803,0.029,0.099355509,1.306428942,0,0.029758714,0.064125392,0.387797747,0.003298916,0.398058183,0.001263367,0.183651844,0.427762413
Libya,2010,Male,26.4,0.021,0.200144816,74.79,0.00463177,0.046,0.234698643,0.871384106,0,0.039463866,0.070847109,0.225463454,0.016214451,0.255701316,0.000991464,0.314954239,0.993664
Libya,2010,Female,28.8,0.14,0.123004302,77.3,0.002835012,0.016,0.110953918,1.176813405,0,0.032115061,0.057749432,0.336678617,0.003300404,0.353484901,0.001345971,0.23550773,0.369336
Libya,2000,Male,25.8,0.051,0.235938262,72.7,0.003154739,0.009,0.184923572,0.833556069,0,0.037685667,0.051303105,0.161846603,0.014139252,0.18919607,0.000828992,0.457953674,0.830803235
Libya,2000,Female,28.1,0.34,0.145002108,76.28,0.001914724,0.003,0.076535109,0.920030287,0,0.028090294,0.034568716,0.213039098,0.002320977,0.212554117,0.001037831,0.344515223,0.273196742
Lithuania,2019,Male,25.05333333,20.6,0.081768014,71.23,9.23E-07,0.01726744,0.579624684,1.959979205,0,0.046104183,0.100428518,0.18903299,0.151553635,0.221358596,0.001236414,0.004865669,0.164093872
Lithuania,2019,Female,25.05333333,6.3,0.036973691,80.43,4.53E-07,0.005019034,0.141842459,3.683145375,0,0.01595296,0.121896441,0.459909583,0.040074022,0.303761281,0.001993576,0.003978901,0.06045158
Lithuania,2015,Male,27,24.74,0.156988255,69.09,0.001005974,0.015136971,0.833144854,6.469120869,0.043704944,0.055906461,0.111827362,0,0.224295601,0.119318074,0.00201989,0.011858287,0.003655521
Lithuania,2015,Female,25.8,7.7,0.041105426,79.47,7.46E-07,0.00206773,0.188861344,3.762003336,0,0.012389204,0.059909772,0.197831916,0.067212182,0.149147889,0.001062624,0.008753961,0.088276934
Lithuania,2010,Male,26.6,24.6,0.190676504,67.49,9.45E-07,0.017225524,0.946205864,1.991205474,0.002184909,0.073258755,0.044384512,0.083006954,0.28028622,0.098325976,0.00295015,0.016006131,0.28279462
Lithuania,2010,Female,25.9,7.57,0.042495715,78.67,1.13E-07,0.003252052,0.217178392,3.681453547,0.001845527,0.014685667,0.055370314,0.139300776,0.072990624,0.135222213,0.002061616,0.012562768,0.09420538
Lithuania,2000,Male,25.9,24.89,0.29863982,66.68,1.19E-06,0.005224574,1.412117527,1.754776887,0,0.056350253,0.008353553,0.032217277,0.302035131,0.08512097,0.002020638,0.021567347,0.625141716
Lithuania,2000,Female,25.9,7.33,0.07409249,77.23,9.60E-07,0.001048491,0.342179501,3.193178831,0,0.013479006,0.011206021,0.039515928,0.09246982,0.125376385,0.002052226,0.021693761,0.172858292
Luxembourg,2019,Male,25.05333333,18.74,0.001118412,80.62,3.78E-07,0.001708191,0.047735223,0.11282333,0,0.008636314,0.032695749,0.107303362,0.016322575,0.032554496,1.26E-07,0.001685515,0.018181704
Luxembourg,2019,Female,25.05333333,6.08,0.000737639,84.2,0.000140456,0.000766364,0.021630055,0.144151333,0,0.008187851,0.02918078,0.190612925,0.008978638,0.028529851,1.26E-07,0.001371603,0.006909204
Luxembourg,2015,Male,27,19.17,0.000661614,80.26,1.55E-07,0.002720897,0.047227129,0.30305552,0.003213776,0.029545511,0.090306952,0,0.015879233,0.030584918,0,0.002508236,0.000848826
Luxembourg,2015,Female,25.5,6.3,0.000332143,84.29,0.000352378,0.000396574,0.021773076,0.142002502,0,0.008549602,0.022748957,0.156017402,0.009081512,0.027953301,0,0.002037136,0.009137646
Luxembourg,2010,Male,26.8,19.02,0.000353526,78.61,0.00033943,0.001054732,0.04358525,0.136956008,0,0.006211125,0.021165487,0.041351931,0.009006212,0.019026142,0.000344909,0.001924499,0.022546575
Luxembourg,2010,Female,25.4,6.21,0.000752533,83.1,2.08E-07,0.000689127,0.01742764,0.210326391,0,0.006486021,0.01267895,0.093020952,0.003742837,0.023744754,2.34E-06,0.001527913,0.010380085
Luxembourg,2000,Male,26,21.35,0.001796045,75.15,0,0.002213707,0.049697617,0.16578892,0.001180927,0.004594028,0.014694664,0.031658121,0.017746204,0.014522439,0.000694315,0.00291457,0.060705698
Luxembourg,2000,Female,25.1,7.1,0.002081605,81.11,0,0.000386176,0.020314294,0.276788536,0.000837099,0.002729569,0.017928079,0.069923751,0.007094213,0.024279184,0,0.002313131,0.0172943
Madagascar,2019,Male,25.05333333,0.77,7.083861374,64.1,0.365203938,0.77299999,1.022358368,8.178847896,0,0.23576405,0.145192885,0.455244811,0.123443352,1.629627579,0.05663936,2.928133331,5.171719254
Madagascar,2019,Female,25.05333333,3.22,4.521808975,66.6,0.314910504,0.568459316,0.453154049,9.785294164,0,0.148736806,0.120712999,0.664988568,0.037412763,1.648396366,0.131473222,2.424424103,2.708139183
Madagascar,2015,Male,21.5,0.73,7.289911011,62.87,0.455393068,0.504999995,0.921131462,6.577508957,0.375231363,0.12945415,0.387132865,0,0.110006102,1.449061011,0.063578142,3.239485413,0.1355123
Madagascar,2015,Female,21.1,3.07,4.883388855,65.5,0.304939266,0.386000006,0.407918209,8.613174926,0.047611052,0.146689202,0.101265147,0.538129006,0.032951692,1.422812276,0.131003773,2.554477509,2.361704426
Madagascar,2010,Male,21.2,0.71,7.259354065,61.43,0.374893911,0.227999998,0.831061447,6.724076409,0.074180295,0.216064821,0.118973186,0.336631305,0.09559228,1.289136535,0.070751982,3.358855042,3.701195319
Madagascar,2010,Female,20.9,2.96,4.862919174,64.17,0.26018396,0.173999997,0.367553915,7.496475398,0.047297692,0.138103413,0.085079769,0.433317065,0.02934686,1.21977641,0.131245961,2.680403748,1.950804756
Madagascar,2000,Male,20.8,0.8,7.948428802,57.54,0.384406823,0.041999999,0.640354759,5.383387055,0.093651499,0.175659762,0.09470011,0.241191118,0.067346866,0.96559828,0.0904759,4.344787048,2.745833568
Madagascar,2000,Female,20.5,3.32,5.324518936,60.18,0.281279578,0.026355209,0.272957819,5.314858043,0.059881697,0.114909099,0.059024741,0.288636444,0.021137298,0.877264253,0.146537581,3.571451477,1.452166386
Malawi,2019,Male,25.05333333,1.56,1.855135155,62.31,0.294304667,6.608000034,0.84548476,3.194232027,0.035747726,0.191206447,0.109411084,0.236654666,0.096318267,1.403926573,0.025935202,2.451904053,4.771675128
Malawi,2019,Female,25.05333333,6.76,1.137053261,68.93,0.185880878,6.230780231,0.161510761,2.74479813,0.023913371,0.06870944,0.090384318,0.545549198,0.017378069,0.862867216,0.041386276,1.886989563,1.449629993
Malawi,2015,Male,22.5,1.54,2.207717842,59.67,0.258909013,8.126000046,0.853283485,2.911812359,0.219036576,0.10073336,0.20018738,0,0.098970102,1.394486334,0.027706864,2.737326202,0.065484975
Malawi,2015,Female,23.1,6.71,1.558907478,66.47,0.159526231,6.803999889,0.182659952,2.790274936,0.114620796,0.07703877,0.081664516,0.463474916,0.017876032,0.887944987,0.044351761,2.088584305,1.276088584
Malawi,2010,Male,22.2,1.36,1.688070213,54.38,0.229635793,15.54399997,0.888486948,3.376762979,0,0.187564741,0.096471031,0.184593287,0.106970533,1.457700078,0.03193956,3.294858856,3.38120761
Malawi,2010,Female,22.8,5.92,1.229355736,59.24,0.146929466,15.74300015,0.296602123,3.094326453,0,0.114315163,0.075855955,0.434639691,0.023014481,0.994054061,0.060843212,2.562426361,1.066792365
Malawi,2000,Male,21.5,0.98,1.436692131,43.96,0.240933357,28.82900001,0.902086044,3.730981024,0,0.18894594,0.105146423,0.204483045,0.099916362,1.537011044,0.06700542,3.593597626,2.508902737
Malawi,2000,Female,22,4.32,1.145211998,45.59,0.169891542,32.95399964,0.297053729,3.178864742,0,0.099473845,0.070457043,0.362760724,0.019947241,1.018646965,0.105157019,2.953781525,0.971504928
Malaysia,2019,Male,25.05333333,0.35,0.789463384,72.61,0.010142826,2.31,1.465586229,11.25458066,0.000651055,0.13497332,0.689927309,1.779173255,0.169792564,1.877495382,0.005421306,0.568213028,5.941355498
Malaysia,2019,Female,25.05333333,1.48,0.437603243,77.08,0.00876279,0.368878201,0.357723839,10.33750409,0.000371075,0.090612314,0.415969999,2.217039138,0.010926023,2.229555714,0.003901262,0.452186771,1.240113555
Malaysia,2015,Male,25.2,0.31,0.781382366,73.01,0.007505759,3.025,1.144140498,18.1240402,0.146399697,0.486509825,1.334469557,0,0.145761293,1.322676983,0.003931733,0.51121619,0.049857394
Malaysia,2015,Female,26,1.33,0.43312391,77.13,0.006364691,0.460000004,0.318576454,8.48147131,0.00915374,0.081794813,0.326019054,1.731900154,0.010100396,1.671933114,0.003265891,0.403594128,1.249485756
Malaysia,2010,Male,24.6,0.5,0.852554783,72.25,0.007437055,2.56,0.987368242,7.587140731,0.002569388,0.107776215,0.389439097,0.949234542,0.135328599,1.245817854,0.003794883,0.495826096,5.801358099
Malaysia,2010,Female,25.4,2.15,0.472575112,76.52,0.00621243,0.291999996,0.283884829,7.350220988,0.001444974,0.075303052,0.265221583,1.296005947,0.009256222,1.600305908,0.002901462,0.383001774,1.283642065
Malaysia,2000,Male,23.5,0.53,1.023995371,70.55,0.006497572,2.497999965,0.822230942,6.040914891,0.010471785,0.08841318,0.247425482,0.630238802,0.146575297,1.533633537,0.004924549,0.656691139,5.133038696
Malaysia,2000,Female,24.2,2.31,0.567605413,75.31,0.004863234,0.215,0.255675984,6.078310284,0.006122497,0.062559214,0.161829045,0.827412779,0.010706426,1.856871676,0.003800949,0.499189178,1.08896134
Maldives,2019,Male,25.05333333,0.57,0.007944522,78.63,9.48E-05,0,0.012973418,0.089932315,0,0.00407543,0.006924041,0.022730595,0.000613577,0.026322466,0.000544064,0.008240001,0.006888123
Maldives,2019,Female,25.05333333,3.95,0.003353173,80.76,5.05E-05,0,0.001564675,0.053222744,0,0.000818096,0.004659439,0.02449465,5.37E-05,0.020510325,0.000900867,0.006423661,0.00175428
Maldives,2015,Male,24.5,0.52,0.00511253,77.56,0.000106444,0,0.011244528,0.171808937,0.001415365,0.005976156,0.019182699,0,0.000574644,0.024621397,0.000518908,0.011020846,0.000389909
Maldives,2015,Female,26.1,3.6,0.002258842,79.47,5.77E-05,0,0.001441654,0.051686279,0,0.000818668,0.00439625,0.022297775,5.21E-05,0.019773528,0.000876893,0.00836014,0.002457271
Maldives,2010,Male,23.7,0.45,0.005960282,76.02,0.000136916,0,0.008341566,0.072608632,0,0.003342699,0.004978849,0.015246322,0.000421269,0.019354505,0.000420913,0.013733225,0.008328955
Maldives,2010,Female,25.4,2.91,0.002615302,78.17,7.67E-05,0,0.001521384,0.045863687,0,0.000773376,0.003132392,0.014740122,4.72E-05,0.016521304,0.000696199,0.010332382,0.002677216
Maldives,2000,Male,22.3,0.58,0.009977019,70.42,0.000230409,0,0.008231434,0.065152218,0,0.004112536,0.002666077,0.006858881,0.000421268,0.014490357,0.000667397,0.036283758,0.003418418
Maldives,2000,Female,24,3.64,0.004232653,71.48,0.000130765,0,0.002262451,0.048167451,0,0.001037449,0.002043633,0.00657453,6.09E-05,0.016142007,0.001044088,0.027794503,0.001581582
Mali,2019,Male,25.05333333,0.39,0.922368626,62.2,0.444008867,2.743999973,0.517469448,2.567260845,0,0.321764462,0.108734514,0.301263046,0.068707791,0.835647106,0.031072823,5.000690369,2.859671297
Mali,2019,Female,25.05333333,2.26,0.568980862,63.4,0.326312041,3.040692778,0.288996437,3.595433508,0,0.162990643,0.126894349,0.454280851,0.014174043,1.45339001,0.199987226,3.879542267,1.604858166
Mali,2015,Male,22.8,0.39,0.803944799,60.36,0.421889364,3.022999969,0.462778835,2.355775101,0.544950033,0.101972786,0.270832925,0,0.063247952,0.785029107,0.031359723,5.069073181,0.189297633
Mali,2015,Female,23,2.26,0.495928852,61.41,0.320624924,3.006000072,0.282781481,3.515353824,0.001806179,0.162809264,0.115231938,0.399172788,0.01367182,1.378402756,0.163421002,3.968887573,1.501199521
Mali,2010,Male,22.5,0.33,1.005973806,58.59,0.430478168,2.060000002,0.416724869,2.32400488,0,0.282384513,0.097396142,0.257280303,0.057552519,0.740665391,0.034342255,5.051078247,2.256853107
Mali,2010,Female,22.6,1.9,0.620554338,59.49,0.346578077,2.745000024,0.255404316,3.219601405,0,0.150785336,0.105117711,0.367306349,0.012519443,1.233544512,0.110598976,3.985267334,1.386146887
Mali,2000,Male,21.6,0.35,0.902309896,52.61,0.23269203,2.947999964,0.300320066,1.953730292,0.008946697,0.192724252,0.075805456,0.216221456,0.043501777,0.598277559,0.047695805,5.904628723,1.64984151
Mali,2000,Female,21.5,2.01,0.556607241,52.75,0.216419319,3.923000021,0.226578411,2.977344023,0.00587216,0.123175076,0.083486763,0.300999484,0.010963858,0.976109874,0.113237918,4.715323975,1.148158506
Malta,2019,Male,25.05333333,12.88,0.000685889,79.94,9.65E-09,0.003117318,0.021692221,0.1291231,0,0.001577604,0.026025413,0.065404756,0.002580512,0.074956475,1.06E-07,0.007097601,0.011736674
Malta,2019,Female,25.05333333,3.69,0.000882855,83.8,5.56E-09,0.00054954,0.00497788,0.162349402,0,0.001821375,0.023550092,0.141810517,0.000116399,0.087618283,9.38E-08,0.004181403,0.006350282
Malta,2015,Male,27.7,11.83,0.001018696,79.63,7.21E-09,0.003291279,0.025199488,0.397815875,0.002250778,0.023276543,0.051759683,0,0.001342269,0.071692778,0,0.006246069,0.000197004
Malta,2015,Female,26.4,3.39,0.000666911,83.58,5.07E-09,0.000898917,0.005922088,0.161806906,0,0.001717551,0.021442958,0.107378104,0.000334004,0.072227838,0,0.004540019,0.003985167
Malta,2010,Male,27.6,10.41,0.000666409,78.23,3.71E-08,0.001034575,0.027872839,0.146678357,0,0.001720225,0.024817085,0.053508405,0.001328352,0.041145657,0,0.004010037,0.012093645
Malta,2010,Female,26.6,2.96,0.001047627,82.54,3.74E-08,0,0.003359262,0.184112906,0,0.001398388,0.01556055,0.08738295,0.00038796,0.042510425,0,0.003710126,0.004192749
Malta,2000,Male,27.1,2.6,0.001718509,75.53,8.15E-08,0.000665596,0.021149657,0.134771317,0,0.000926912,0.009781327,0.008319808,0.001030528,0.034349361,0,0.006845104,0.013846488
Malta,2000,Female,26.7,9.18,0.001022711,80.1,6.45E-08,0.000437357,0.005718258,0.196442303,0,0.002414682,0.007603824,0.015893858,0,0.048206869,0,0.005014176,0.004153512
Mauritania,2019,Male,25.05333333,0,0.444176003,68.08,0.124264844,0.129999997,0.091263135,0.487067894,0,0.049782221,0.027695267,0.088472557,0.012819184,0.194415499,0.007705102,1.1415905,0.696240904
Mauritania,2019,Female,25.05333333,0,0.272340019,68.73,0.079506752,0.100563107,0.049782634,0.819751842,0,0.024756209,0.041280902,0.162907566,0.003113556,0.399893709,0.012453681,0.872399246,0.4622002
Mauritania,2015,Male,23.2,0,0.585409975,67.19,0.119075709,0.195000001,0.07814881,0.498128948,0.051074785,0.022327141,0.070962975,0,0.010703621,0.153302387,0.005541502,1.158912575,0.036539332
Mauritania,2015,Female,26.5,0,0.358935562,67.69,0.076295981,0.146999997,0.044446975,0.731074801,0,0.023285008,0.034990842,0.136465417,0.002752148,0.339148965,0.009487342,0.887419609,0.425924507
Mauritania,2010,Male,23,0,0.606130493,65.4,0.084091788,0.161899949,0.067414788,0.345569327,0,0.036534078,0.018826032,0.059127724,0.009100631,0.129793349,0.003355563,1.104055141,0.541497817
Mauritania,2010,Female,26.1,0,0.371640051,65.87,0.055461928,0.123999999,0.04031192,0.657565551,0,0.018891101,0.02981326,0.116486338,0.002472467,0.299260995,0.006508182,0.837482994,0.380502176
Mauritania,2000,Male,22.2,0,0.915245682,61.75,0.047202999,0.116968122,0.05533173,0.294189636,0,0.02693142,0.014398786,0.041299264,0.007123604,0.107495611,0.005369659,1.089406841,0.390975538
Mauritania,2000,Female,25,0,0.561169498,62.23,0.03670104,0.116172444,0.036353755,0.564470083,0,0.016784477,0.021710824,0.083311624,0.002081711,0.222226599,0.011001451,0.827539589,0.295024467
Mauritius,2019,Male,25.05333333,2,0.01528874,70.95,2.30E-06,0.109409998,0.102371922,0.523253411,0,0.024219985,0.007348356,0.01645854,0.050284163,0.965116832,0.000906014,0.020205977,0.132853554
Mauritius,2019,Female,25.05333333,7.67,0.002109455,77.32,2.81E-07,0.03151734,0.01782717,0.461719884,0,0.010668597,0.004417898,0.025346062,0.003007624,0.908107057,0.001067485,0.016600204,0.022410668
Mauritius,2015,Male,24.5,1.81,0.011865213,70.96,0.001053326,0.076941755,0.075690691,0.952245267,0.001980701,0.005117497,0.009804371,0,0.052001476,0.963539741,9.46E-06,0.029332952,0.001752427
Mauritius,2015,Female,25.8,6.97,0.00432638,77.43,2.75E-07,0.009177472,0.024257581,0.396419799,0,0.012615795,0.003203865,0.018550905,0.000897941,0.91644651,1.06E-05,0.025288002,0.025547469
Mauritius,2010,Male,24.4,1.71,0.009523561,69.84,0.001149878,0.060060961,0.077319652,0.429648796,0,0.019800602,0.004516793,0.009951579,0.053385364,0.836211163,1.02E-05,0.035662846,0.141405334
Mauritius,2010,Female,25.5,6.61,0.001785264,76.8,4.29E-07,0.009909577,0.019510208,0.407731241,0,0.009362391,0.004078862,0.021890631,0.005626971,0.854280068,1.38E-05,0.027920832,0.024594667
Mauritius,2000,Male,23.9,2.26,0.004425836,67.74,4.14E-07,0,0.109612643,0.36316118,0,0.0209083,0.00114835,0,0.026684722,0.60856357,0.00112251,0.076560682,0.161797951
Mauritius,2000,Female,25,8.88,0.001949499,74.8,1.65E-06,0,0.030353801,0.313794263,0,0.007772566,0.002088695,0.007759191,0,0.535575247,1.09E-05,0.054473103,0.029202049
Mexico,2019,Male,25.05333333,2.18,1.3637468,73.13,0.002394972,3.374915345,5.327226669,19.36150632,0,1.089269211,0.869593091,1.357210028,2.781618073,42.22832616,0.397435402,4.020203461,12.8717983
Mexico,2019,Female,25.05333333,8.13,0.579222775,78.86,0.002353182,0.752867591,1.444564686,20.42846739,0,0.822542187,0.697748976,2.08943813,0.163853413,43.88122767,0.405036325,3.142359894,3.431031965
Mexico,2015,Male,27.4,2.16,1.565697664,73.09,0.003759004,3.851583342,5.345955368,53.97138175,1.372816546,0.85117663,1.265930973,0,3.373155914,35.84490911,0.355551395,4.086174072,0.293427559
Mexico,2015,Female,28.3,8.05,0.640395098,78.61,0.002252092,0.913768082,1.432007389,18.76005821,0.021168711,0.794854912,0.621639915,1.959568487,0.21460004,37.94163777,0.381625045,3.194728516,3.476791605
Mexico,2010,Male,27.1,2.28,1.72990172,72.23,0.001823556,4.018004974,4.177074509,16.00606033,0.124716694,1.092782101,0.663660415,1.164245707,2.806180116,29.14739873,0.343845031,4.759922028,12.98991385
Mexico,2010,Female,27.9,8.51,0.833724341,78.01,0.001114267,0.878223039,0.971608883,18.13122101,0.081204469,0.705371815,0.507479659,1.665460268,0.181038225,31.91804602,0.452731389,3.719027588,3.56908625
